Canal,Nome vídeo,Data
adsense, https://www.youtube.com/watch?v=1iBED164Pfk,2021-06-02T16:23:16.075Z
Capitão Capcom," GRÁTIS - Os 30 Melhores Jogos para PC FRACO e PC MÉDIO, Jogos leves GRATUITOS!",2021-06-02T00:03:09.824Z
Flow Compilações, OROCHI NO FLOW | MELHORES MOMENTOS,2021-06-01T23:56:24.232Z
adsense, https://www.youtube.com/watch?v=1iBED164Pfk,2021-06-01T23:55:40.210Z
FLASHPOINT GAMES, Top 10 Melhores Jogos Grátis Para PC +Download+ 2021 ( FREE TO PLAY GAMES ),2021-06-01T23:51:10.501Z
BeardedDev, SQL Tutorial - CASE Statements,2021-06-01T19:45:43.064Z
PG Casts by Hashrocket, Postgres Conditionals: How to Use Case,2021-06-01T19:45:33.203Z
Dickson S. Guedes, Entenda CASE SENSITIVE no PostgreSQL em 5 minutos,2021-06-01T19:44:42.467Z
Zurubabel, SQL Server Intermediário (Aula 9) - Comando Case,2021-06-01T19:30:41.975Z
Emicida," Emicida - Papel, caneta e coração",2021-06-01T16:23:00.305Z
Coruja BC1, Coruja BC1 - MODO F (J Cole - A Tale of 2 Cities - REMIX),2021-06-01T16:18:20.189Z
Froid, Froid - Peita de dar Rolê,2021-06-01T16:14:58.557Z
nk music," [FREE] Isaiah Rashad x Kendrick Lamar x J. Cole Chill Type Beat | ""Telesto""",2021-06-01T16:09:08.420Z
nk music," [FREE] Isaiah Rashad x J. Cole x Kendrick Lamar Lofi Type Beat | ""Hermes""",2021-06-01T16:03:35.599Z
Emicida, Emicida - AmarElo (Sample: Belchior - Sujeito de Sorte) part. Majur e Pabllo Vittar,2021-06-01T16:03:32.382Z
SZAVEVO, SZA - The Weekend (Audio),2021-06-01T16:03:08.516Z
DonLMusic, 03. Don L - Aquela Fé (feat. Nego Gallo),2021-06-01T15:56:59.518Z
Salvador da Rima, Salvador - “Vergonha Pra Mídia” (Feat. MC Ryan SP/Nog/Kevin/Lele JP) [Prod. Dj Boy/Nine/Ramiro],2021-06-01T15:51:49.872Z
Rap Box, Djonga | Clara Lima | FBC | Hot & Oreia - Diáspora - DV Tribo [Ep.109],2021-06-01T15:46:17.406Z
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Type Beat | ""Triton""",2021-06-01T15:40:07.357Z
BK', 3. Quadros part. Ashira e Luccas Carlos (Prod. JXNVS),2021-05-31T23:12:36.815Z
FBC, FBC - AUTO AJUDA,2021-05-31T23:05:44.372Z
Eduardo Mendes, Live de Python #139 - SQLAlchemy ORM,2021-05-31T23:03:00.435Z
Stress," (FREE) Pop Smoke x Gunna x Sidoka Type Beat - ""Japan"" (Prod. Stress)",2021-05-31T21:11:35.210Z
Stress," (FREE) Future x Jovem Dex Type Beat - ""Money Rain"" (Prod. Stress)",2021-05-31T21:09:01.381Z
Stress," (FREE) Brandão x Aimar x Teto x Gunna - ""Lacoste"" (Prod. Stress)",2021-05-31T21:05:41.386Z
Stress," (FREE) Orochi x Filipe Ret x L7NNON Type Beat - ""Isqueiro"" (Prod. Stress)",2021-05-31T21:02:31.786Z
Prod. Ttheuz1n," (FREE) Teto x Aimar x Reid Type Beat ""Cash"" (Prod. Ttheuz1n)",2021-05-31T20:58:07.108Z
BK', BK' - Castelos & Ruínas (Álbum Completo),2021-05-31T20:55:45.204Z
Froid, Froid part Djonga - A Pior Música Do Ano (prod.Froid),2021-05-31T20:51:58.139Z
Melhores Cortes, A HISTÓRIA DA PIOR MÚSICA DO ANO,2021-05-31T20:48:53.653Z
Curso em Vídeo, Recode Pro 2021 - A sua oportunidade de sucesso!,2021-05-31T20:47:57.700Z
HBO Brasil, GREG NEWS | CERCADINHO,2021-05-31T20:46:16.693Z
Meteoro Brasil, OPOSIÇÃO A BOLSONARO VAI ÀS RUAS,2021-05-31T20:35:25.573Z
HBO Brasil, GREG NEWS | BRASIL PARALELO,2021-05-31T19:57:28.702Z
Porta dos Fundos, PODCAST,2021-05-31T19:42:26.361Z
chilli music," Chill Drive - Lofi hip hop mix ~ Stress Relief, Relaxing Music",2021-05-31T19:41:42.107Z
Balance Cooper," (FREE) KENDRICK LAMAR X A$AP ROCKY TYPE BEAT ""CERCLE""",2021-05-31T19:39:56.788Z
André Theodoro, EMULSÃO SERIGRÁFICA | André Theodoro,2021-05-28T01:07:24.137Z
Toca do Silk, Como preparar emulsão para tela de serigrafia,2021-05-28T00:49:53.405Z
Puxando Rodo," Emulsões (diazo, bicromato, fotopolímero) - Dicionário de Serigrafia #004",2021-05-28T00:48:44.006Z
MAÊDUS SERIGRAFIA, Fixador caseiro de emulsao pra serigrafia,2021-05-28T00:33:54.023Z
Puxando Rodo, GRAVANDO TELA COM JATO DE ALTA PRESSÃO - sem estourar,2021-05-28T00:26:56.040Z
SILKMAFIA - Dicas e tutoriais de Serigrafia," EMULSÃO SOLTANDO DA TELA, COMO RESOLVER? - DICAS DE SERIGRAFIA / SILK-SCREEN PARA INICIANTES",2021-05-28T00:19:12.819Z
Zica tg, COMO BAIXAR E INSTALAR  GTA 5 completo no PC (SEM ERROS)  2021 ATUALIZADO,2021-05-27T21:45:46.652Z
Zica tg, Como BAIXAR e INSTALAR GTA 4  PC Completo + Tradução 2021,2021-05-27T21:45:36.656Z
Aeroluz, NOTEBOOK i5 8265U + MX130 - SERÁ QUE RODA ALGUM JOGO? #2 | Review Acer Aspire 5 A515-52G-58LZ,2021-05-27T19:55:57.677Z
EscolhaSegura, Qual a MELHOR PLACA DE VÍDEO para notebook? | como escolher um NOTEBOOK GAMER!,2021-05-27T19:37:44.129Z
Paulo Fagoto, NVIDIA GeForce MX130 é Boa? Vale a Pena? Teste Placa de Vídeo (Vídeo Dedicado),2021-05-27T19:25:30.378Z
About Games, Como Baixar e Instalar GTA 5 SUPER LITE (PC 2G DE RAM),2021-05-27T19:14:00.755Z
About Games, Como Baixar e Instalar NOVO GTA 5 LITE PARA PC FRACO 2021,2021-05-27T19:13:03.648Z
notebookdm, GTA 5 em notebook basico com Intel UHD Graphics 620 com OPTANE ✅,2021-05-27T19:11:09.053Z
Felipe JQ, intel UHD 620 Gaming - GTA V (Lenovo ideapad 320-330),2021-05-27T19:10:31.763Z
Me Chama de Jão, 37 jogos que rodam na Intel HD Graphics 620 📢 em 2021,2021-05-27T19:07:00.582Z
Casual Benchmark," MX130 Gaming \ 17 Games \ ""GTA V"" ""Pubg"" ""Far Cry 5"" and More",2021-05-27T00:05:40.435Z
Dr Lucas Fustinoni, ⭐ Como Fazer a BARBA CRESCER mais RÁPIDO | 6 DICAS | Dr Lucas Fustinoni,2021-05-26T23:59:26.462Z
New Old Man, Produtos Para Crescimento de Barba Funcionam? Cuidado Masculino | New Old Man,2021-05-26T23:59:16.640Z
João Junior - Barba Brasil, Esse produto natural vai fazer sua barba crescer de VERDADE!,2021-05-26T23:58:42.924Z
AlexandreOnline, COMO BAIXAR E INSTALAR GTA 5 NO PC (SEM ERROS) EM PORTUGUÊS,2021-05-26T22:16:11.224Z
Zica tg, COMO BAIXAR E INSTALAR  GTA 5 completo no PC (SEM ERROS)  2021 ATUALIZADO,2021-05-26T22:10:28.208Z
Rafaella Ballerini, O QUE É GIT E GITHUB? - definição e conceitos importantes 1/2,2021-05-26T21:51:52.505Z
Cortes Podpah [OFICIAL], NEYMAR RESPONDE PODPAH EM LIVE!😱,2021-05-26T21:49:11.240Z
Meteoro Brasil, CAPITÃ CLOROQUINA NA CPI: UM RESUMO,2021-05-26T17:55:44.548Z
jelly beats," [SOLD] ""will i see you again?"" - J. Cole x Mac Miller Type Beat | Prod. JELLY",2021-05-26T01:39:21.006Z
Prod. Ttheuz1n," (FREE) Teto x Gunna x Sidoka Type Beat - ""Rolex"" (Prod. Ttheuz1n)",2021-05-26T01:24:14.271Z
Prod. Ttheuz1n," (FREE) [GUITAR] Aimar x Teto x Jovem Dex Type Beat - ""Florida"" (Prod. Ttheuz1n x Tkd)",2021-05-26T01:22:14.498Z
Dripio Beats, [FREE] Juice Wrld x Gunna type beat - backstab | Guitar type beat,2021-05-26T01:21:43.594Z
Hanhed," [FREE] Sad Guitar Trap Type Beat ""Slow Motion"" | Sad Rap Instrumental",2021-05-26T01:21:22.104Z
Samhu," Free Sad Type Beat - ""Back Stab"" | Rap Instrumental 2020 |",2021-05-26T01:16:14.120Z
Khronos Beats," ""More Smoke"" - Rap Freestyle Type Beat | Underground Hip-Hop Boom Bap Type Beat (By KhronosBeats)",2021-05-26T01:08:16.067Z
Enxuga Gelo PodCast - FROID, FROID e RODRIGO OGI Comentam Sobre RAP GRINGO e MF DOOM | ENXUGA GELO PODCAST 🌴,2021-05-26T01:05:20.268Z
Enxuga Gelo PodCast - FROID," FROID : ""EU ME APAIXONEI PELO RAP POR CAUSA DISSO"" | Rodrigo OGI ENXUGA GELO PODCAST 🌴",2021-05-26T00:59:27.537Z
Enxuga Gelo PodCast - FROID," POLÊMICA! ""ARTISTA DE VERDADE AQUELE QUE NÃO FAZ POP"" | FROID ENXUGA GELO PODCAST 🌴",2021-05-26T00:56:48.314Z
Enxuga Gelo PodCast - FROID," Nem SEMPRE OQUE É BOM Tem Muitas VISUALIZAÇÕES Porque.... ""SUCESSO É VOCE TER UMA CARREIRA LONGEVA""",2021-05-26T00:54:09.724Z
Enxuga Gelo PodCast - FROID," ME FALARAM PARA ASISTIR NARUTO, ACABEI ASSITINDO DE PONTA A PONTA ! PORQUE.....",2021-05-26T00:50:14.067Z
Enxuga Gelo PodCast - FROID," As MUSICAS De HOJE SÃO TODAS IGUAIS !!! ""Esses Caras Só COPIAM""  | FROID ENXUGA GELO PODCAST 🌊🌴",2021-05-26T00:48:04.042Z
Enxuga Gelo PodCast - FROID," O MELHOR SOM Do ENXUGA GELO Até HOJE !! MURICA QUEBRA TUDO AO VIVO! ""Flores e Facas"" | FROID PODCAST",2021-05-26T00:45:50.679Z
Talk Flow, FROID E TRETA COM O BACO EXU DO BLUES!,2021-05-26T00:32:13.030Z
Enxuga Gelo PodCast - FROID, BK NO ALCOÓLICOS ANONIMOS?  | ENXUGA GELO PODCAST,2021-05-26T00:26:01.727Z
Enxuga Gelo PodCast - FROID, TRETAS Do EMICIDA !!! FROID e RODRIGO OGI EXPLANAM TUDO !!!  FROID ENXUGA GELO PODCAST 🌊🌴,2021-05-26T00:19:53.622Z
"CORTES RAP, FALANDO [OFICIAL]"," SANT CANTA VERSO INÉDITO ABSURDO! | rap, falando: cortes",2021-05-26T00:18:45.698Z
"CORTES RAP, FALANDO [OFICIAL]"," INFÂNCIA E FAMILIA DO SANT | rap, falando: cortes",2021-05-26T00:13:36.702Z
"CORTES RAP, FALANDO [OFICIAL]"," O FÃ NÃO QUER QUE O ÍDOLO SEJA IGUAL A ELE | rap, falando: cortes",2021-05-26T00:07:32.729Z
"CORTES RAP, FALANDO [OFICIAL]"," ÁLBUM DO SANT E O RUMO DE SUA CARREIRA | rap, falando: cortes",2021-05-25T23:53:52.002Z
"CORTES RAP, FALANDO [OFICIAL]"," SÓ PODE FALAR M*RDA NA MUSICA (POETAS NO TOPO) | rap, falando: cortes",2021-05-25T23:40:40.676Z
"CORTES RAP, FALANDO [OFICIAL]"," A HISTÓRIA DE SANT E MARECHAL | rap, falando: podcast",2021-05-25T23:28:54.488Z
"CORTES RAP, FALANDO [OFICIAL]"," HISTÓRIAS DE ENQUADRO | rap, falando: podcast",2021-05-25T23:22:31.099Z
"CORTES RAP, FALANDO [OFICIAL]"," SER R0UBADO PELA PM x SER R0UBADO PELO CR1ME | rap, falando: cortes",2021-05-25T23:08:58.022Z
"CORTES RAP, FALANDO [OFICIAL]"," YUNG BUDA EXPLICA LINHA PRO MATUÊ | rap, falando: cortes",2021-05-25T23:06:30.942Z
Cortes Podpah [OFICIAL], ENCONTRO COM SNOOP DOGG,2021-05-25T17:33:18.794Z
Podcast's Cortados, COMO ANITTA GRAVOU COM SN00P DOG? PAPATINHO   Podpah #119,2021-05-25T17:22:00.178Z
Podcast's Cortados, COMO SÃO AS FESTAS NA CASA DA ANITTA? PAPATINHO   Podpah #119,2021-05-25T17:08:17.410Z
Cortes do Enxuga Gelo [OFICIAL]," NO MEIO DA DISS DO KLYN, FROID COBRA ELE | FREESTYLE do Enxuga Gelo",2021-05-25T17:02:23.417Z
Flow Compilações, TENTE NÃO RIR - EDIÇÃO PODPAH (SE RIR REINICIE O VÍDEO),2021-05-25T16:55:31.550Z
Bóson Treinamentos, 37 - Conversão de Tipos de Dados no SQL Server com Cast e Convert,2021-05-25T16:15:42.003Z
Daniel Morais Infocotidiano, Curso PostgreSQL #24 Min() e Max(),2021-05-25T15:51:37.256Z
Daniel Morais Infocotidiano," Curso PostgreSQL #17 Join, Left Join e Right Join",2021-05-25T15:26:53.293Z
Dev Aprender, SQL AULA 23 SUBQUERY + DESAFIOS,2021-05-25T15:15:27.365Z
Daniel Morais Infocotidiano, Curso PostgreSQL #1 Instalando no Ubuntu e Derivados,2021-05-25T15:13:43.809Z
Bóson Treinamentos," 19 - T-SQL - Funções Agregadas - SUM, COUNT, MAX, MIN, AVG - SQL Server",2021-05-25T15:06:26.234Z
Julio Secchin, Julio Secchin - Jovem (Clipe Oficial),2021-05-25T15:05:37.792Z
Daniel Morais Infocotidiano," Curso PostgreSQL #17 Join, Left Join e Right Join",2021-05-24T19:50:35.526Z
André de Moraes, De onde vem as boas ideias (dublado),2021-05-24T18:44:48.595Z
Emicida, Emicida - AmarElo (Sample: Belchior - Sujeito de Sorte) part. Majur e Pabllo Vittar,2021-05-24T16:27:50.391Z
Emicida," Emicida - Principia part. Pastor Henrique Vieira, Fabiana Cozza, Pastoras do Rosário",2021-05-24T16:21:53.778Z
Emicida, Emicida - É tudo pra ontem part. Gilberto Gil,2021-05-24T16:13:51.534Z
Julio Secchin, Julio Secchin - Jovem (Clipe Oficial),2021-05-24T16:10:39.951Z
adsense, https://www.youtube.com/watch?v=ilYgLWiT2a0,2021-05-24T14:26:51.169Z
Machado Videos," Photoshop CC 2017 Como Baixar, Instalar e Ativar em PT-BR!",2021-05-24T14:20:46.468Z
Tecnollar Tecnologia, BAIXAR PHOTOSHOP EM 2021 COMPLETO EM PORTUGUÊS 64BITS,2021-05-24T14:12:48.015Z
Tecnollar Tecnologia, O QUE É TORRENT? COMO FUNCIONA? É ILEGAL? QUAIS OS MELHORES GERENCIADORES/APLICATIVOS DE TORRENT?,2021-05-24T13:51:51.644Z
Centro DO Downloads, Como instalar Adobe Photoshop cc 2017  x86 e x64,2021-05-24T12:35:56.125Z
Daniela Silvh, ROTINA TRABALHANDO NA NOSSA HAMBURGUERIA DELIVERY | ORGANIZAÇÃO | PEDIDOS | LIMPEZA  - DANI SILVH,2021-05-24T00:27:55.217Z
Jp Fernandes, EQUIPAMENTOS PARA SUA HAMBURGUERIA,2021-05-24T00:24:26.536Z
Jp Fernandes, COMO MONTEI MINHA HAMBURGUERIA DO ZERO,2021-05-24T00:18:15.570Z
Samuel Lima, Como montei uma lanchonete com 300 reais.,2021-05-24T00:09:30.370Z
Eduardo Perrone, Como Montar um Hambúrguer Caseiro Corretamente - Sanduba Insano,2021-05-24T00:07:48.762Z
Daniela Silvh, INAUGURAÇÃO 😍| PRIMEIRO DIA DA NOSSA HAMBURGUERIA - DANI SILVH,2021-05-23T23:51:16.455Z
RANGO, Especial 9 molhos para Hambúrguer - parte 2 - burger sauces,2021-05-23T23:29:15.489Z
RANGO, Especial 9 molhos para Hambúrguer - parte 1 - Burger sauces,2021-05-23T23:12:30.986Z
Victor Bacchi, COMO LUCREI 5 MIL EM 1 MÊS COM UM DELIVERY EM CASA,2021-05-23T22:23:46.460Z
Michelli Brito, Github: Criando um Branch e  fazendo um Merge,2021-05-22T22:47:29.128Z
Filipe Deschamps," GitHub, Repositório Open Source, Gestão do Projeto e Escopo de cada Robô (Project Management)",2021-05-22T22:45:05.086Z
Jeterson Lordano, Como enviar um projeto para o GitHub? (SEM ENROLAÇÃO),2021-05-22T22:35:19.140Z
CodeAM, Tutorial de Git - Criando uma branch,2021-05-22T22:33:57.776Z
Balance Cooper," (FREE) SCHOOLBOY Q X A$AP ROCKY TYPE BEAT ""SOUVENIR""",2021-05-22T14:53:10.084Z
Forever Young," (FREE) Drake Type Beat - ""On My Soul""",2021-05-22T14:52:55.742Z
adsense,Visited https://www.youtube.com/watch?v=7N0d1EvZEd0,2021-05-22T14:52:53.581Z
Balance Cooper," (FREE) A$AP ROCKY X KENDRICK LAMAR TYPE BEAT ""COZY DREAMS""",2021-05-22T14:48:50.572Z
XavierX Beatz," Freestyle Boom Bap Beat | ""TRAICION"" | Jazz Boom Bap Instrumental Uso libre |",2021-05-22T14:48:45.231Z
XavierX Beatz," Guitar Boom Bap Beat | ""BENDITO DESAMOR"" |  Jazz Boom Bap Instrumental Uso Libre |",2021-05-22T14:48:12.517Z
Bulga Beatz," [FREE FOR PROFIT] BASE DE RAP BOOM BAP - ""BULLY"" | HIP HOP INSTRUMENTAL | Rap Freestyle Beat",2021-05-22T14:47:55.133Z
Khronos Beats," ""More Smoke"" - Rap Freestyle Type Beat | Underground Hip-Hop Boom Bap Type Beat (By KhronosBeats)",2021-05-22T14:43:00.196Z
OQ Produções, Kayblack e Levi - Diamantes ( Prod. Wall Hein ),2021-05-22T14:38:46.712Z
"CORTES RAP, FALANDO [OFICIAL]"," PQ O SANT SE APOSENTOU DO RAP?  | rap, falando: cortes",2021-05-22T14:31:54.453Z
Lecter," Como baixar, instalar e ativar Photoshop CC 2015 32x64 - 2018",2021-05-21T23:18:59.274Z
Jhit Naguindas, Como BAIXAR o PHOTOSHOP CC 2021 GRÁTIS (JÁ CRACKEADO),2021-05-21T23:17:59.098Z
Prof. Cíntia Pinho, GitHub - Configurar Git Bash e subir arquivos para o repositório - Parte 2,2021-05-21T22:15:47.837Z
BK', BK' - Titãs (Gigantes),2021-05-21T22:13:57.457Z
BK', BK' - Universo | O Líder em Movimento,2021-05-21T22:09:40.137Z
BK', BK' - Mudando o Jogo,2021-05-21T22:06:55.640Z
BK'," BK' - Dinheiro, Poder, Respeito",2021-05-21T22:03:44.285Z
Rodrigo TeORiA, Supletivo DH - Metabase,2021-05-21T18:32:10.832Z
adsense,Visited http://www.toomics.in/br/webtoon/detail/code/95423/ep/0/toon/4698/a/ET228051821?pid=POR_GG_CID-ET228051821_StepM&channel=Google,2021-05-20T23:41:18.595Z
Flow Compilações, DISCUSSÕES F0D4S DO FLOW #06,2021-05-20T23:35:17.547Z
SemstressTv," Rincon da aulas de historia e fala de Matuê, Jovem dex e KayBlack.",2021-05-20T23:30:01.955Z
Meteoro Brasil, BOLSONARO NO TRIBUNAL PENAL INTERNACIONAL,2021-05-20T23:10:57.977Z
Meteoro Brasil, A LUTA CONTRA O FASCISMO DENTRO DAS POLÍCIAS,2021-05-20T22:51:15.270Z
Meteoro Brasil, ERNESTO ARAÚJO NA CPI: UM RESUMO,2021-05-20T22:38:23.926Z
Porta dos Fundos, PFIZER,2021-05-20T22:34:32.472Z
Meteoro Brasil, EDUARDO PAZUELLO NA CPI: UM RESUMO,2021-05-20T22:21:11.034Z
MV Bill, MV BILL - VOANDO BAIXO (Full Album),2021-05-20T22:16:17.408Z
adsense, https://www.youtube.com/watch?v=QCSrK5e2YiU,2021-05-20T22:08:29.142Z
Lucas e Orelha (Oficial)," Lucas e Orelha, Becca Perret - Mulher",2021-05-20T20:29:39.871Z
Lucas e Orelha (Oficial), Lucas e Orelha - Felicidade Black V (Clipe Oficial),2021-05-20T20:14:56.300Z
Lucas e Orelha (Oficial)," Lucas e Orelha, Marcinho, Buchecha, Lellê - É Tão Bom Sonhar (Felicidade Black III) [Clipe Oficial]",2021-05-20T20:11:46.635Z
Lucas e Orelha (Oficial)," Lucas e Orelha - Felicidade Black feat. Rapha Lucas, Becca Perret, DJ Zullu (Clipe Oficial)",2021-05-20T20:08:46.521Z
Lucas e Orelha (Oficial)," Lucas e Orelha, MC Rebecca, Mumuzinho - Mãe Africa (Felicidade Black II) [Clipe Oficial]",2021-05-20T20:05:05.077Z
Lucas e Orelha (Oficial)," Lucas e Orelha, Mih - João Ninguém (Felicidade Black IV) [Clipe Oficial]",2021-05-20T20:02:10.216Z
Lucas e Orelha (Oficial), MASHUP OS MENINU I - Menos é Mais X Gustavo Lins X Os Travessos X Ferrugem X Sorriso Maroto,2021-05-20T20:00:56.037Z
Lucas e Orelha (Oficial), MASHUPÃO! Lucas e Orelha X Morfasi Sax X Kayky X Stefan Baby X Rapha Lucas X Jall X Raphinha X Mih,2021-05-20T19:41:01.909Z
Mr Bean, Mr Bean's Top 10 Moments | Mr Bean,2021-05-20T19:32:41.511Z
Stefan Baby, Cinco Minutos - Clipe Oficial,2021-05-20T19:30:19.746Z
7 Minutoz, Rap dos Coringas - CIRCO DOS HORRORES | NERD HITS,2021-05-20T19:30:00.156Z
BIN, BIN - Castelo de Areia (Clipe Oficial),2021-05-20T19:29:31.287Z
America's Funniest Home Videos, Ocean Eats Human | Best Summer FAILS! AFV 2019,2021-05-20T19:27:26.937Z
America's Funniest Home Videos, This Will Go Well We're Sure 😉 | Fails of the Week | April 2019 AFV,2021-05-20T19:26:24.612Z
Fr4nce, FOOTBALL REWIND 2020 - TOP FUNNIEST FOOTBALL CLIPS OF THE YEAR (TRY NOT TO LAUGH),2021-05-20T19:26:19.652Z
Malibu Studios," Malibu || Onde Você Mora - Ferrugem, Gaab, Vitão & Keviin",2021-05-20T19:25:12.612Z
COMÉDIA BRASIL, PIORES TOMBOS ▼TENTE NÃO RIR▲VIDEOS ENGRAÇADOS 2021 #03,2021-05-20T19:21:56.183Z
FailArmy, Try Not to Laugh Challenge! Funny Fails | Fails of the Week | FailArmy,2021-05-20T19:21:23.805Z
Cassetadas , Vídeo Cassetadas #3,2021-05-20T19:21:02.791Z
Tudo e Mais Um Pouco, SLIMES MAS BONITAS DO MUNDO 😱🌏😍,2021-05-20T19:19:26.921Z
Tudo e Mais Um Pouco, MELHORES FILMES ANIMADOS DO MUNDO 🌏 😱❤️,2021-05-20T19:18:19.912Z
Bóson Treinamentos, MySQL - HAVING - Filtrando os resultados do Agrupamento - 27,2021-05-20T13:41:13.089Z
Fabio Prado, Usando a cláusula HAVING em instruções SQL,2021-05-20T13:30:06.466Z
Rap News World, Projota Humilh4 garota e Eduardo Taddeo ensina como se deve fazer,2021-05-20T13:22:54.834Z
Diolinux, Uma lição de História: Você conhece o primeiro Ubuntu?,2021-05-19T18:30:15.573Z
Criolo, Criolo - Ainda Há Tempo (Álbum Completo) - 2016,2021-05-19T14:04:13.275Z
Daniel Moraes, Black Alien Abaixo de Zero Hello Hell - Todas as Músicas em Excelente Som!!!,2021-05-19T13:37:23.037Z
FBC, FBC - PADRIM (Full Album),2021-05-19T13:36:37.391Z
BK', BK' - Castelos & Ruínas (Álbum Completo),2021-05-19T12:55:00.947Z
FBC, FBC - PIOR QUE ELES,2021-05-19T12:50:43.985Z
FBC, FBC - AUTO AJUDA,2021-05-19T12:47:38.588Z
PineappleStormTV," Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2021-05-19T12:46:33.924Z
OficialHungria, Hungria Hip Hop - Made in Favela (Official Music Video),2021-05-19T12:46:31.877Z
PacificadoresOficial, Pacificadores - Corda Bamba (Single 2020),2021-05-19T12:46:28.767Z
Veagá Filmes, WG.Tay - Drink Na Mão (Veagá Filmes) prod. @beatdohostil [ TRAP SP ],2021-05-19T12:46:17.554Z
Kamau, Kamau - Pensei (Video Oficial),2021-05-19T12:43:04.992Z
Orochi, Orochi “MITSUBISHI” 🔞 (prod. Kizzy),2021-05-19T12:42:59.474Z
TvCostaGold," Costa Gold - The Cypher Deffect 2 (feat. Kant, Chayco e Spinardi) [prod. Nine e Biasi] Clipe Oficial",2021-05-19T12:42:57.784Z
Gnu Rec, Xlucas - Xanax 💊  [Official Music Video],2021-05-19T12:42:47.637Z
PineappleStormTV," Poesia Acústica #10 -Recomeçar -Mc Cabelinho, Orochi, JayA Luuck, Pk, Black, Delacruz, Bk’, Ludmilla",2021-05-19T12:42:40.096Z
Love Funk, Hungria Hip Hop e MC Lipi - Um Brinde Pra Nós (Love Funk) DJ GM,2021-05-19T12:42:37.724Z
Bendita Gravadora, Mc Sid - F*ck This Sh*t (Diss),2021-05-19T12:42:28.617Z
PineappleStormTV, Aulas e Palestras - DK47 ft. Kyan e Borges (Prod. Moyz),2021-05-19T12:39:10.903Z
Skull, Skull - Rolê Insano FT. Yan no Beat,2021-05-19T12:39:07.042Z
OQ Produções, Kawe & Dexter - De 90 Pra Cá ( Prod. Jay OQ ),2021-05-19T12:39:03.103Z
SÓ AS BRABA Records, CP no Beat - Vendo o Sol Nascer Feat. Ssance (Clipe Oficial),2021-05-19T12:38:59.434Z
Hash Produções, Jovemdex - Tapa ;) (Vídeo Oficial),2021-05-19T12:38:56.343Z
Tribo da Periferia, Tribo da Periferia - RESILIÊNCIA [Híbrido] (Official Music Video),2021-05-19T12:38:53.499Z
Skull, 3. Skull - Baby,2021-05-19T12:38:49.257Z
Bagua Records, Xamã feat. Marília Mendonça - Leão (Clipe Oficial) (Prod. NeoBeats),2021-05-19T12:38:32.050Z
30PRAUM, Teto - M4 feat. Matuê,2021-05-19T12:35:23.870Z
SÓ AS BRABA Records, CP no Beat - Se Tu For Pro BBB Feat. Gu [Lyric Video],2021-05-19T12:35:20.108Z
L7NNON, L7NNON - Da Boca (prod. Papatinho),2021-05-19T12:35:17.419Z
OficialHungria, Hungria Hip Hop - Legacy (Official Music Video),2021-05-19T12:35:15.730Z
NUME Records, Lamark - 1AM (Ft.@Gu7o Oficial)  (Clipe Oficial),2021-05-19T12:35:14.124Z
BIN, BIN - Saturno (prod. Ajaxx),2021-05-19T12:35:10.160Z
OQ Produções, Kawe & Lele JP - MDS ( Prod Jay OQ ) Original Quality,2021-05-19T12:35:08.503Z
Skull, 4. Skull - Um nós,2021-05-19T12:35:04.906Z
L7NNON, L7NNON - Freio da Blazer 🚨 (prod. Ajaxx & Galdino),2021-05-19T12:35:02.613Z
SÓ AS BRABA Records, Sigilo - Matheus Stenzel | CP no Beat,2021-05-19T12:34:10.896Z
MC Poze do Rodo, MC Poze do Rodo - Vida Louca (prod. Neobeats),2021-05-19T12:31:06.345Z
BIN, BIN - Castelo de Areia (Clipe Oficial),2021-05-19T12:27:56.646Z
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Type Beat | ""Triton""",2021-05-19T12:24:56.137Z
Flakron," A Storytelling Hip-Hop Beat || ""Symphony"" (Prod. Flakron)",2021-05-19T12:22:03.104Z
90's Beats, ''Alone '' -  Sad Boom Bap 90s Rap Beat Instrumental  - Prod  90's Beats,2021-05-19T12:21:35.367Z
adsense, MagaluCard - Magalu,2021-05-19T12:20:27.669Z
Prod. Ttheuz1n," (FREE) Orochi x TZ da Coronel x Borges Type Beat ""Europa"" (Prod. Ttheuz1n)",2021-05-19T03:22:56.172Z
Beatz Era," (FREE) Travis Scott  - ""Paris"" | SUPREME I Free Type Beat I Trap Beat Instrumental",2021-05-19T03:18:15.058Z
Cortes Podpah [OFICIAL], LOLLAPALOOZA COM TRAVIS SCOTT,2021-05-19T03:17:54.848Z
Balance Cooper," (FREE) BRENT FAIYAZ TYPE BEAT ""CHANGE OF SEASON""",2021-05-19T03:15:39.075Z
Samhu," Free Sad Type Beat - ""Back Stab"" | Rap Instrumental 2020 |",2021-05-19T03:10:45.792Z
Ayberk Aktaş, [FREE] Sad Piano Type Beat,2021-05-19T03:10:18.450Z
