,Canal,Nome vídeo,Data
5321,Wesley Safadão,Watched MC FLESHINHO - DEIXA LENTA - MÚSICA NOVA,2018-11-23 21:35:22.437
5322,Pabllo Vittar,"Watched DENTRO DO CARRO HOJE VAI TER PUTARIA, SENTA SENTA PRA VALER ( MC KEVIN O CHRIS ) [ LANÇAMENTO 2018 ]",2018-11-23 21:31:35.785
5323,GabrielDinizVEVO,Watched LUCAS LIRA - De Frente Com Paola,2018-11-23 21:31:04.192
5324,Dennis DJ,Watched Os Segredos para Vencer o Medo de Falar em Público,2018-11-23 04:29:34.984
5325,Kim Quaresma,Watched e-Talks | Como Falar em Público? Técnicas de Oratória,2018-11-23 04:28:27.468
5326,MANO DJHAY,Watched TED - Como falar de um jeito que as pessoas queiram ouvir,2018-11-23 04:27:44.501
5327,Jc Sheik,Watched Como Aprender... a Aprender!,2018-11-23 04:27:40.293
5328,nomegusta,Watched 5 techniques to speak any language | Sid Efromovich | TEDxUpperEastSide,2018-11-23 04:27:23.785
5329,Franco Junior Palestrante,"Watched Quero ser Palestrante, e agora? #PrimeirosPassos",2018-11-23 04:24:32.743
5330,Endeavor Brasil,"Watched Como Alcançar o Sucesso, com o Palestrante Motivacional Fabio Marques",2018-11-23 04:24:24.053
5331,Abbott Brasil,Watched DUVIDO VOCÊ NÃO SE ASSUSTAR NESSE VÍDEO!!! *100% IMPOSSÍVEL*,2018-11-23 01:30:37.903
5332,Arata Academy,Watched Geraldo Azevedo - Dona da Minha Cabeça (Ao Vivo),2018-11-22 22:16:09.041
5333,TEDx Talks,Watched Jorge Vercillo - Ela Une Todas As Coisas,2018-11-22 22:11:39.014
5334,Work Stars,Watched Alceu Valença - Coração Bobo (Ao Vivo),2018-11-22 22:05:19.734
5335,Fabio Marques,Watched Alceu Valença - La Belle de Jour / Girassol (Ao Vivo),2018-11-22 22:04:33.222
5336,Invento na Hora,Watched Zé Ramalho - Garoto de Aluguel (Ao Vivo),2018-11-22 21:06:49.990
5337,GrandeEncontroVEVO,Watched Saulo - Anunciação + Ai Que Saudade d'ocê + Beija flor - Ao Vivo em de Brasilia 19/07/2014,2018-11-22 20:56:08.841
5338,JorgeVercilloVEVO,Watched Vem Cá - Pelé MilFlows (Prod. Volp & Rafa Valle),2018-11-22 20:53:43.011
5339,GrandeEncontroVEVO,Watched Pabllo Vittar - Disk Me (Official Music Video) ☎️✨,2018-11-22 20:48:51.002
5340,GrandeEncontroVEVO,Watched Medley da gaiola - Dennis DJ & MC Kevin o Chris | THAMY ARAUJO (coreografia),2018-11-22 15:55:56.535
5341,ZeRamalhoVEVO,Watched COMO IRRITAR O SEU CACHORRO!,2018-11-22 12:52:07.250
5342,Lucas Silveira,Watched COLOQUEI PIERCING NO MAMILO ESCONDIDO!!!,2018-11-22 12:51:42.677
5343,ALTAMIRA TV,Watched REAGINDO A EU ANESTESIADA PASSANDO VERGONHA NO HOSPITAL!,2018-11-22 12:49:57.973
5344,Pabllo Vittar,Watched Coisas que você precisa saber antes de entrar no curso de Arquitetura - arquitetapage,2018-11-22 04:02:39.496
5345,Thamy Araújo,Watched 8 VERDADES SOBRE O CURSO DE ARQUITETURA E URBANISMO,2018-11-22 03:53:23.960
5346,FrancamenteGui,Watched COMO É A FACULDADE DE ARQUITETURA? | Primeiro Rabisco,2018-11-22 03:44:08.794
5347,Miin Borges,Watched Vale a pena fazer faculdade a distância (EAD)?,2018-11-22 03:41:59.164
5348,Maria Venture,Watched Sistemas de Informação EaD,2018-11-22 03:40:55.023
5349,Arquitêta - Arquitetura & Arte,Watched EVAPOLAR 2! A ARTE de RESFRIAR em QUALQUER LUGAR! UNBOXING!,2018-11-22 03:16:50.376
5350,Jess Moccelini,Watched UM AR CONDICIONADO PORTÁTIL ???,2018-11-22 03:14:46.324
5351,Marina Viabone,Watched Ar Condicionado Portátil Comfee 9.000 btus,2018-11-22 03:14:28.886
5352,Vila Simples,Watched 🔴Ar Condicionado Portátil é bom?? | Comparação dos MELHORES MODELOS!,2018-11-22 03:08:15.157
5353,Universidade FUMEC,Watched REAGINDO MINHA NAMORADA DANÇANDO,2018-11-22 02:21:44.934
5354,Be!Tech,Watched FIZ UMA TATUAGEM COM O NOME DA MINHA EX 😭,2018-11-22 01:57:44.343
5355,Área Secreta,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2018-11-21 23:34:50.126
5356,Sue Pozzuoli,Watched Luiz Lins - Saudade ft. Konai & Mazili,2018-11-21 23:31:42.466
5357,EscolhaSegura,Watched Gabriel Diniz - Jenifer,2018-11-21 23:28:22.537
5358,Paulo e Aline,Watched MC FLESHINHO - DEIXA LENTA - MÚSICA NOVA,2018-11-21 23:25:47.418
5359,Canal Salles,Watched MC KEVIN O CHRIS - DENTRO DO CARRO SENTA PRA VALER A PENA ((ISAAC 22 E KEVIN)) 2018,2018-11-21 23:21:50.969
5360,Grito Filmes,Watched Medley da Gaiola - Dennis DJ & MC Kevin o Chris | FitDance TV (Coreografia) Dance Video,2018-11-21 23:05:12.666
5361,PE SQUAD,"Watched DENTRO DO CARRO HOJE VAI TER PUTARIA, SENTA SENTA PRA VALER ( MC KEVIN O CHRIS ) [ LANÇAMENTO 2018 ]",2018-11-21 22:56:34.786
5362,GabrielDinizVEVO,Watched https://www.youtube.com/watch?v=7BeYJgDFfgU,2018-11-21 15:26:41.599
5363,MANO DJHAY,Watched RITUAL DOS MORTOS - INDONÉSIA [+18],2018-11-21 15:10:08.684
5364,Kim Quaresma,Watched TROLLEI MINHA NAMORADA E ELA TERMINOU COMIGO!,2018-11-21 01:59:58.820
5365,FitDance,Watched Vanguart - Demorou Pra Ser (Ao Vivo),2018-11-20 22:06:00.339
5366,Jc Sheik,Watched Emicida - Passarinhos ft. Vanessa Da Mata,2018-11-20 22:00:56.313
5367,adsense,Watched Vanguart - Meu Sol (Videoclipe Oficial),2018-11-20 21:57:22.005
5368,Vídeos Variados [por Janilson],Watched Luiz Lins - Saudade ft. Konai & Mazili,2018-11-20 21:53:58.309
5369,Invento na Hora,Watched O MAIOR VÍDEO DO CANAL! *mais de 20 minutos*,2018-11-20 21:18:00.988
5370,Vanguart,Watched Raí Saia Rodada & Xand Avião - Cabeça Voando (Clipe Oficial),2018-11-20 20:38:13.350
5371,EmicidaOficialVEVO,Watched Marília Mendonça feat. Henrique e Juliano - CASA DA MÃE JOANA (TODOS OS CANTOS),2018-11-20 20:34:58.603
5372,Vanguart,Watched Gabriel Diniz - Acabou Acabou (Quando Eu Digo Que Acabou) ft. Wesley Safadão,2018-11-20 20:31:54.146
5373,PE SQUAD,Watched Aviões - Inquilina (Álbum Xperience) [Vídeo Oficial],2018-11-20 20:29:48.566
5374,Invento na Hora,Watched Zé Neto e Cristiano - NOTIFICAÇÃO PREFERIDA - #EsqueceOMundoLaFora,2018-11-20 20:28:23.113
5375,Raí Saia Rodada,Watched Luan Santana | Vingança ft Mc Kekel (Video Oficial) - Live-Móvel,2018-11-20 20:27:30.687
5376,Marília Mendonça,Watched Jefferson Moraes - OI NEGO (NÃO VAI DAR PARTE 3) | Part. Maraisa,2018-11-20 20:27:25.572
5377,GabrielDinizVEVO,Watched Wesley Safadão - Ressaca de Saudade [DVD WS In Miami Beach],2018-11-20 20:22:22.384
5378,Xand Avião,Watched Léo Santana - Crush Blogueirinha,2018-11-20 20:21:40.199
5379,Zé Neto e Cristiano,Watched Enzo Rabelo - Tijolinho Por Tijolinho | Part. Zé Felipe,2018-11-20 20:18:29.644
5380,Luan Santana,Watched Xand Avião - Nota Dez (Clipe Oficial),2018-11-20 20:18:03.588
5381,Jefferson Moraes,Watched Marília Mendonça - BYE BYE - (Todos Os Cantos),2018-11-20 20:15:23.693
5382,Wesley Safadão,Watched Wesley Safadão - O Cara Errado (WS Mais Uma Vez) [Vídeo Oficial],2018-11-20 20:14:01.984
5383,LeoSantanaVEVO,Watched Gabriel Diniz - Jenifer,2018-11-20 20:11:14.153
5384,Enzo Rabelo,Watched Wesley Safadão - Não Atende Não (WS Mais Uma Vez) [Vídeo Oficial],2018-11-20 20:08:35.341
5385,Xand Avião,"Watched Márcia Fellipe, Jerry Smith - Quem Me Dera",2018-11-20 20:04:39.829
5386,Marília Mendonça,Watched Wesley Safadão e Léo Santana - Psiquiatra do Bumbum (Clipe Oficial),2018-11-20 20:04:32.084
5387,Wesley Safadão,Watched Wesley Safadão - Só Pra Castigar (WS Mais Uma Vez) [Vídeo Oficial],2018-11-20 20:01:08.875
5388,GabrielDinizVEVO,Watched Pabllo Vittar - Disk Me (Official Music Video) ☎️✨,2018-11-20 19:57:49.115
5389,Wesley Safadão,Watched Felipe Araújo & Ferrugem - Atrasadinha,2018-11-20 19:54:46.493
5390,MarciaFellipeVEVO,Watched MC FLESHINHO - DEIXA LENTA - MÚSICA NOVA,2018-11-20 19:52:33.317
5391,Wesley Safadão,Watched Medley da Gaiola - Dennis DJ & MC Kevin o Chris | FitDance TV (Coreografia) Dance Video,2018-11-20 19:46:28.181
5392,Wesley Safadão,Watched Flora Matos - Comofaz | Studio62,2018-11-19 22:21:01.912
5393,Pabllo Vittar,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2018-11-19 22:16:22.413
5394,Felipe Araújo,Watched Costa Gold - N.A.D.A.B.O.M. [parte 2] (ft Don L & Luccas Carlos) [prod. Lotto],2018-11-19 22:11:50.509
5395,MANO DJHAY,Watched Luiz Lins - Saudade ft. Konai & Mazili,2018-11-19 22:08:39.080
5396,FitDance,"Watched Rael - Aurora Boreal ""Medley Acústica"" - ONErpm Studios Sessions",2018-11-19 22:08:30.144
5397,ProjetoStudio62,Watched Emicida - Alma gêmea (Feat. Rafa Kabelo),2018-11-19 22:07:38.271
5398,Grito Filmes,Watched Emicida - Hoje cedo (Feat. Pitty),2018-11-19 22:04:03.558
5399,Hip Hopnotizado,Watched 3 TIPOS DE HOT DOG | Em São Paulo,2018-11-19 20:39:04.129
5400,PE SQUAD,Watched MANUAL DO CHURRASCO BARATO | Receitas de Férias,2018-11-19 20:29:48.953
5401,ONErpm,Watched PÃO DE ALHO ESPECIAL PARA CHURRASCO,2018-11-19 20:10:27.819
5402,Emicida,Watched COMO FAZER O MELHOR PÃO DE ALHO DO MUNDO | #AnaMariaBrogui # 74,2018-11-19 19:08:12.829
5403,Emicida,Watched Receita de CREME DE ALHO PARA PÃO,2018-11-19 19:07:28.084
5404,Mohamad Hindi,Watched PÃO DE ALHO CASEIRO (super facil e barato),2018-11-19 19:04:42.096
5405,Mohamad Hindi,Watched https://www.youtube.com/watch?v=I2WUH1FnscI,2018-11-19 18:54:16.073
5406,Receitas de Pai,Watched NGKS as melhores músicas pra embraza no PASSINHO DOS MALOKA,2018-11-19 17:28:19.925
5407,Ana Maria Brogui,Watched MC Bruninho e Vitinho Ferrari - Sou Favela (GR6 Filmes) DJ DG e Batidão Stronda,2018-11-19 17:22:53.221
5408,RECEITAS DELÍCIA,Watched CLIPE OFICIAL - NOSSA COR - LÉO SANTANA,2018-11-19 17:16:14.292
5409,Bruno Campioni,Watched Projota - Muleque De Vila (Ao Vivo),2018-11-19 15:15:58.311
5410,adsense,Watched Haikaiss - RAP LORD part. Jonas Bento (Prod. NeoBeats) [VIDEOCLIPE OFICIAL],2018-11-19 15:11:06.495
5411,Os Maloka,Watched Oriente Acústico - Aquela Antiga Canção,2018-11-19 15:02:30.042
5412,GR6 EXPLODE,Watched TO DOENTE.,2018-11-19 01:37:15.401
5413,Léo Santana,Watched TENTEI SER MARIDO DE ALUGUEL E DEU RUIM 😂,2018-11-19 01:37:11.194
5414,ProjVEVO,Watched AS RESPOSTAS DE PROVA MAIS ABSURDAS E ENGRAÇADAS DO UNIVERSO GALÁCTICO!,2018-11-19 01:23:55.041
5415,HAIKAISS,Watched 8 BRIGAS DE INSETOS FILMADAS POR CÂMERAS !!,2018-11-18 23:44:00.359
5416,OrienteRJ,Watched a video that has been removed,2018-11-18 23:42:15.801
5417,Invento na Hora,Watched 5 vídeos BANIDOS que você é PROIBIDO de assistir,2018-11-18 23:39:02.787
5418,Canal Salles,Watched PIZZA CASEIRA COM MASSA PROFISSIONAL #142 Receitas de Pai,2018-11-18 22:43:09.626
5419,Invento na Hora,Watched MASSA DE PIZZA CASEIRA I MASSA PROFISSIONAL FEITA EM CASA,2018-11-18 22:42:57.153
5420,Você Sabia?,Watched PÃO DE ALHO ESPECIAL PARA CHURRASCO,2018-11-18 22:33:05.692
5421,adsense,Watched João Bernardo (Dinda)  - Queria Me Enjoar de Você,2018-11-18 15:51:14.112
5422,Fatos Desconhecidos,Watched Apanhador Só - Cartão Postal,2018-11-18 15:50:46.657
5423,Receitas de Pai,Watched Esteban - Sinto muito Blues (feat. 1berto Gessinger),2018-11-18 15:48:22.445
5424,Receitas de Pai,Watched Los hermanos - Sentimental,2018-11-18 15:46:38.578
5425,Receitas de Pai,Watched Esteban - Carta aos Desinteressados,2018-11-18 15:39:55.399
5426,Gui Brandão,Watched Esteban Tavares - Cigarros e Capitais,2018-11-18 15:35:23.208
5427,Apanhador Só,Watched Esteban - Segunda Feira (ao vivo),2018-11-18 15:29:49.916
5428,Eduarda Vieira,Watched Los Hermanos - Último Romance (Ao Vivo),2018-11-18 15:24:56.320
5429,Los Hermanos,Watched Vanguart - Demorou Pra Ser (Ao Vivo),2018-11-18 15:21:18.211
5430,Esteban Tavares,Watched Vanguart - Meu Sol (Videoclipe Oficial),2018-11-18 15:19:10.012
5431,Esteban Tavares,Watched OutroEu - Coisa de Casa [Lyric Vídeo],2018-11-18 15:16:47.922
5432,Esteban Tavares,Watched VIVA - Zimbra,2018-11-18 15:14:55.935
5433,loshermanosVEVO,Watched Vem Cá - Pelé MilFlows (cover) by Carol Biazin,2018-11-18 15:13:48.675
5434,Vanguart,Watched Maiara & Maraisa - Medo Bobo (Ao Vivo em Goiânia),2018-11-18 15:13:32.235
5435,Vanguart,Watched Marília Mendonça - A Culpa é Dele feat. Maiara e Maraisa (Agora é Que São Elas 2),2018-11-18 15:10:44.021
5436,OUTROEU,Watched Marília Mendonça - Parece Namoro (Agora Que São Elas 2),2018-11-18 15:09:28.962
5437,Zimbra,Watched Marília Mendonça - Estranho (Agora Que São Elas 2),2018-11-18 15:06:40.504
5438,Carol Biazin,Watched Marília Mendonça - Ausência (Agora Que São Elas 2),2018-11-18 15:04:02.420
5439,Maiara e Maraisa,Watched Gustavo Mioto - Contramão,2018-11-18 15:02:12.873
5440,Marília Mendonça,Watched Diego e Arnaldo - Sofri Em Dobro (Vídeo Oficial),2018-11-18 14:58:40.916
5441,Marília Mendonça,Watched Enzo Rabelo - Tijolinho Por Tijolinho | Part. Zé Felipe,2018-11-18 14:57:17.406
5442,Marília Mendonça,Watched A Banda Mais Bonita da Cidade - O Mais Feliz da Vida (Video Ao Vivo),2018-11-18 14:55:40.342
5443,Marília Mendonça,Watched A Banda Mais Bonita da Cidade - Uma Atriz (Video Ao Vivo),2018-11-18 14:55:24.080
5444,Gustavo Mioto,Watched Renato Russo & Erasmo Carlos: A Carta,2018-11-18 14:54:28.203
5445,Diego e Arnaldo,Watched https://www.youtube.com/watch?v=iM0c5UXB1QU,2018-11-18 14:52:40.166
5446,Enzo Rabelo,Watched Projota - Faz Parte ft. Anitta (Ao Vivo),2018-11-18 14:48:59.831
5447,bandamaisbonitaVEVO,Watched Maneva - Seja Para Mim (Ao Vivo Em São Paulo),2018-11-18 14:45:37.838
5448,bandamaisbonitaVEVO,Watched Haikaiss - RAP LORD part. Jonas Bento (Prod. NeoBeats) [VIDEOCLIPE OFICIAL],2018-11-18 14:40:37.310
5449,Alexsandro Paixão,Watched Emicida - Passarinhos ft. Vanessa Da Mata,2018-11-18 14:35:30.962
5450,adsense,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2018-11-18 14:30:55.051
5451,ProjVEVO,Watched Oriente Acústico - Vagabundo Também Ama / Vida Longa Mundo Pequeno,2018-11-18 14:29:39.412
5452,ManevaVEVO,Watched Luiz Lins - Saudade ft. Konai & Mazili,2018-11-18 14:28:13.600
5453,HAIKAISS,Watched MC FLESHINHO - DEIXA LENTA - MÚSICA NOVA,2018-11-18 14:23:42.180
5454,EmicidaOficialVEVO,Watched MC KEVIN O CHRIS - DENTRO DO CARRO SENTA PRA VALER A PENA ((ISAAC 22 E KEVIN)) 2018,2018-11-18 14:19:40.923
5455,Grito Filmes,"Watched DENTRO DO CARRO HOJE VAI TER PUTARIA, SENTA SENTA PRA VALER ( MC KEVIN O CHRIS ) [ LANÇAMENTO 2018 ]",2018-11-18 14:19:38.093
5456,OrienteRJ,Watched Scalene - Entrelaços (Lyric Video),2018-11-18 14:18:44.169
5457,PE SQUAD,Watched Projota - Chuva De Novembro (Video Oficial),2018-11-18 14:15:33.838
5458,MANO DJHAY,Watched Emicida - Hoje cedo (Feat. Pitty),2018-11-18 14:11:53.247
5459,Kim Quaresma,Watched Emicida - Alma gêmea (Feat. Rafa Kabelo),2018-11-18 14:07:35.177
5460,Jc Sheik,Watched MC Loma e as Gêmeas Lacração - Envolvimento (KondZilla),2018-11-18 14:06:47.421
5461,scalenetube,Watched Medley da Gaiola - Dennis DJ & MC Kevin o Chris | FitDance TV (Coreografia) Dance Video,2018-11-18 14:05:12.702
5462,ProjVEVO,Watched AFONSO PADILHA - NÃO TÁ COMPENSANDO SER ADULTO - SHOW COMPLETO,2018-11-18 01:56:58.253
5463,Emicida,Watched FILA DE PIADAS - HIGIENE - #110,2018-11-18 01:55:22.034
5464,Emicida,Watched IMPROVÁVEL - TORRADEIRA #18,2018-11-18 00:43:09.245
5465,Canal KondZilla,Watched IMPROVÁVEL - ESCOLINHA IMPROVÁVEL #11,2018-11-18 00:35:53.689
5466,FitDance,Watched PIJAMA LISTRADO - MUSICAL #12,2018-11-18 00:33:35.014
5467,Afonso Padilha,Watched IMPROVÁVEL - SÓ PERGUNTAS #18,2018-11-18 00:24:50.965
5468,4 AMIGOS STAND UP COMEDY,Watched CHOREI REENCONTRANDO MINHA FILHA 😭,2018-11-18 00:13:41.364
5469,Barbixas,Watched IMPROVÁVEL - CENAS IMPROVÁVEIS #100,2018-11-17 22:06:17.386
5470,Barbixas,Watched CENAS IMPROVÁVEIS #155,2018-11-17 21:57:51.859
5471,Barbixas,Watched LEVANDO MINHA FILHA PRA TOMAR VACINA DE MOTO 😂,2018-11-17 21:56:53.770
5472,Barbixas,Watched O DIA QUE EU FUMEI MACONHA,2018-11-17 21:56:11.733
5473,Canal Salles,Watched Milena Maconheira Completo,2018-11-17 21:54:28.892
5474,Barbixas,Watched a video that has been removed,2018-11-17 21:53:31.473
5475,Barbixas,Watched TO DOENTE.,2018-11-17 21:50:45.194
5476,Canal Salles,Watched 6 PESSOAS QUE VOCÊ NÃO VAI ACREDITAR QUE EXISTEM [+10],2018-11-17 21:50:40.228
5477,Letícia Xavier,Watched Emicida - Passarinhos ft. Vanessa Da Mata,2018-11-16 12:32:05.960
5478,Christian Groff,Watched Emicida - Hoje cedo (Feat. Pitty),2018-11-16 12:28:19.590
5479,adsense,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2018-11-16 12:23:50.361
5480,Invento na Hora,Watched Emicida - Alma gêmea (Feat. Rafa Kabelo),2018-11-16 12:19:30.188
5481,Felipe Neto,Watched NOSSA CASA NOVA!!!,2018-11-16 02:24:23.066
5482,EmicidaOficialVEVO,Watched Maneva - Seja Para Mim (Ao Vivo Em São Paulo),2018-11-15 18:28:11.080
5483,Emicida,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2018-11-15 18:23:20.103
5484,Grito Filmes,Watched Emicida - Passarinhos ft. Vanessa Da Mata,2018-11-15 18:18:45.164
5485,Emicida,Watched Emicida - Hoje cedo (Feat. Pitty),2018-11-15 18:14:54.038
5486,Invento na Hora,Watched Emicida - Alma gêmea (Feat. Rafa Kabelo),2018-11-15 18:10:42.687
5487,ManevaVEVO,Watched Marília Mendonça - Ausência (Agora Que São Elas 2),2018-11-15 18:07:13.115
5488,Grito Filmes,Watched Marília Mendonça - A Culpa é Dele feat. Maiara e Maraisa (Agora é Que São Elas 2),2018-11-15 18:04:03.840
5489,EmicidaOficialVEVO,Watched Achei o ENEM 2018 uma PORCARIA,2018-11-15 17:50:46.596
5490,Emicida,Watched ME PESQUISEI NO GOOGLE E FIQUEI DECEPCIONADO!,2018-11-15 01:32:53.012
5491,Emicida,Watched Anitta - Na Batida (Official Music Video),2018-11-15 00:52:31.928
5492,Marília Mendonça,Watched Ludmilla - Cheguei (Clipe Oficial),2018-11-15 00:51:54.146
5493,Marília Mendonça,Watched IZA - Ginga (Participação especial Rincon Sapiência),2018-11-15 00:50:40.615
5494,Biologia Total,Watched Kevinho e Simone & Simaria - Ta Tum Tum (KondZilla),2018-11-15 00:47:52.966
5495,Invento na Hora,Watched Anitta - Paradinha [Official Music Video],2018-11-15 00:46:30.190
5496,Anitta,Watched 5 FRASES SEXYS PARA FALAR NA HORA H,2018-11-14 22:25:01.960
5497,LUDMILLA,Watched Bruna Marquezine e Tatá Werneck são uma dupla PERFEITA 😂 | Esquenta Lady Night | Humor Multishow,2018-11-14 22:24:12.047
5498,IZA,Watched COLOQUEI PIERCING NO MAMILO! (VOCÊS CONTROLAM O MEU DIA),2018-11-14 22:22:56.543
5499,Canal KondZilla,Watched Biografia do Chorão,2018-11-14 22:22:17.351
5500,Anitta,Watched FOMOS NA CASA DO CASEIRO PROCURAR ESPÍRITOS! *deu ruim*,2018-11-14 22:06:54.719
5501,Fred Elboni,Watched Melim - Meu Abrigo (Clipe Oficial),2018-11-13 20:57:01.533
5502,Humor Multishow,Watched Poesia Acústica #3 - Capricorniana - Sant | Tiago Mac | Lord | Maria | Choice,2018-11-13 20:49:14.969
5503,Maria Venture,Watched Vem Cá - Pelé MilFlows (Prod. Volp & Rafa Valle),2018-11-13 20:46:05.057
5504,Taina Santos,Watched Luiz Lins - Saudade ft. Konai & Mazili,2018-11-13 20:43:04.812
5505,Invento na Hora,Watched Maneva - Seja Para Mim (Ao Vivo Em São Paulo),2018-11-13 20:39:55.311
5506,MelimVEVO,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2018-11-13 20:35:19.515
5507,PineappleStormTV,Watched Final de Semana no Arajara Park em Barbalha Ce,2018-11-13 15:36:44.922
5508,ALTAMIRA TV,Watched Lavy no arajara park,2018-11-13 15:36:10.667
5509,PE SQUAD,Watched https://www.youtube.com/watch?v=ZOkpOYH0UB8,2018-11-13 15:32:10.849
5510,ManevaVEVO,Watched Arajara Park - Diversão a toda prova!,2018-11-13 15:31:57.499
5511,Grito Filmes,Watched Arajara Park Barbalha | Um dia no Parque aquático,2018-11-13 15:21:31.227
5512,Ozeny Terezinha,Watched O MELHOR PARQUE AQUÁTICO | THERMAS DOS LARANJAIS | OLÍMPIA,2018-11-13 15:21:28.713
5513,Jefferson Santos cruz,Watched OS 10 TOBOÁGUAS MAIS INSANOS QUE EXISTEM,2018-11-13 15:16:28.223
5514,adsense,Watched Arajara Park Barbalha CE,2018-11-13 15:10:53.843
5515,Prómover,Watched Arajara Park - Diversão de toda natureza!,2018-11-13 15:10:37.132
5516,Gordim da titan,Watched 7 Regras de Natação que Salvarão a Sua Vida,2018-11-13 15:03:53.151
5517,Nathalia Masa,Watched 7 PISCINAS MAIS INCOMUNS DO MUNDO,2018-11-13 15:03:51.219
5518,Canal Top10,Watched COMO APRENDER A NADAR ‹ MayconLorenz ›,2018-11-13 14:49:02.633
5519,Superação BiKe Oficial,Watched https://www.youtube.com/watch?v=oUamrRhmPi4,2018-11-12 22:05:10.823
5520,Isaac de Morais,Watched Marília Mendonça - A Culpa é Dele feat. Maiara e Maraisa (Agora é Que São Elas 2),2018-11-12 22:02:18.612
5521,INCRÍVEL,Watched Marília Mendonça - Estranho (Agora Que São Elas 2),2018-11-12 22:01:34.131
5522,TOP,Watched Gusttavo Lima - Zé da Recaída,2018-11-12 21:58:24.249
5523,MayconLorenz,Watched Luan Santana | Vingança ft Mc Kekel (Video Oficial) - Live-Móvel,2018-11-12 21:57:45.139
5524,adsense,Watched Zé Neto e Cristiano - MULHER MARAVILHA - #EsqueceOMundoLaFora,2018-11-12 21:53:59.867
5525,Marília Mendonça,Watched Marília Mendonça - Ausência (Agora Que São Elas 2),2018-11-12 21:51:17.778
5526,Marília Mendonça,Watched Jorge & Mateus - Propaganda [Terra Sem CEP] (Vídeo Oficial),2018-11-12 21:50:50.214
5527,Gusttavo Lima Oficial,Watched Wesley Safadão - Só Pra Castigar (WS Mais Uma Vez) [Vídeo Oficial],2018-11-12 21:48:13.301
5528,Luan Santana,Watched Humberto e Ronaldo - Não Fala Não Pra Mim feat. Jerry Smith,2018-11-12 21:48:08.877
5529,Zé Neto e Cristiano,Watched Marília Mendonça - BEM PIOR QUE EU - (Todos Os Cantos),2018-11-12 21:46:55.498
5530,Marília Mendonça,Watched Henrique e Juliano - VAI QUE BEBEREIS - DVD Menos é Mais - IG henriqueejuliano,2018-11-12 21:44:52.837
5531,Jorge & Mateus Oficial,"Watched Márcia Fellipe, Jerry Smith - Quem Me Dera",2018-11-12 21:42:52.057
5532,Wesley Safadão,Watched Marília Mendonça - BYE BYE - (Todos Os Cantos),2018-11-12 21:40:56.265
5533,Humberto e Ronaldo,Watched Zé Neto e Cristiano - LARGADO ÀS TRAÇAS - Zé Neto e Cristiano Acústico,2018-11-12 21:40:50.340
5534,Marília Mendonça,Watched Projota - Mulher (Ao Vivo),2018-11-12 21:39:59.928
5535,Henrique e Juliano,Watched Felipe Araújo & Ferrugem - Atrasadinha,2018-11-12 21:34:46.897
5536,MarciaFellipeVEVO,Watched Maneva - Seja Para Mim (Ao Vivo Em São Paulo),2018-11-12 21:31:42.715
5537,Marília Mendonça,"Watched ANAVITÓRIA - Ai, Amor (Audio)",2018-11-12 21:30:37.979
5538,Zé Neto e Cristiano,Watched Oriente - O Vagabundo e a Dama (Clipe Oficial),2018-11-12 21:14:58.120
5539,ProjVEVO,Watched Emicida - Alma gêmea (Feat. Rafa Kabelo),2018-11-12 21:10:16.964
5540,Felipe Araújo,Watched https://www.youtube.com/watch?v=iM0c5UXB1QU,2018-11-12 21:06:15.495
5541,ManevaVEVO,Watched Oriente Acústico - Linda Louca e Mimada,2018-11-12 21:06:02.591
5542,AnavitoriaVEVO,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2018-11-12 21:01:08.024
5543,OrienteRJ,Watched Rashid - Bilhete 2.0 ft. Luccas Carlos,2018-11-12 20:58:26.886
5544,Emicida,Watched Haikaiss - RAP LORD part. Jonas Bento (Prod. NeoBeats) [VIDEOCLIPE OFICIAL],2018-11-12 20:40:37.085
5545,adsense,Watched Emicida - Passarinhos ft. Vanessa Da Mata,2018-11-12 20:35:45.726
5546,OrienteRJ,Watched Projota - Faz Parte ft. Anitta (Ao Vivo),2018-11-12 20:32:33.011
5547,Grito Filmes,Watched Projota - Oh Meu Deus (Clipe Oficial),2018-11-12 20:31:45.322
5548,RashidVEVO,Watched Oriente Acústico - Vagabundo Também Ama / Vida Longa Mundo Pequeno,2018-11-12 20:27:05.886
5549,HAIKAISS,Watched Emicida - Hoje cedo (Feat. Pitty),2018-11-12 20:22:51.696
5550,EmicidaOficialVEVO,Watched Claudia Leitte - Baldin de Gelo,2018-11-12 20:18:48.842
5551,ProjVEVO,Watched a video that has been removed,2018-11-12 19:05:25.060
5552,ProjVEVO,Watched FESTA NA MANSÃO BREAKMEN NOS EUA,2018-11-12 18:54:29.455
