,Canal,Nome vídeo,Data
14223,Marcílio de Oliveira,Watched Rootear o Samsung galaxy Tab 4 SM 230NT 7 pol Usando o Towelroot. Leiam a Descrição!,2017-08-12 14:53:05.775
14224,Every Frame a Painting,Watched Edgar Wright - How to Do Visual Comedy,2017-08-12 02:20:53.833
14225,mikannn,Watched BRAN E O CORVO DE TRÊS OLHOS | GAME OF THRONES,2017-08-11 22:21:26.382
14226,TecMundo,Watched Novidades chegando ao WhatsApp - Hoje no TecMundo,2017-08-11 22:14:41.770
14227,Desimpedidos,Watched TOP 10 MAIORES COBRADORES DE FALTAS DA HISTÓRIA,2017-08-11 21:49:17.816
14228,adsense,Watched https://www.youtube.com/watch?v=afIw-zHsA2o,2017-08-11 21:48:09.829
14229,Rob Landes,Watched Can You Hear the Difference Between a Cheap and Expensive Violin?,2017-08-11 21:45:27.638
14230,adsense,Watched https://www.youtube.com/watch?v=S1J6935IehI,2017-08-11 21:42:25.433
14231,Lucio Big,Watched NA#130 - O superidiota e o comprador de votos,2017-08-11 03:54:13.913
14232,Guaxinim dozoi vermelho,Watched Aquele cover que você respeita (NARUTO FUNK - Sadness and Sorrow),2017-08-11 03:39:35.160
14233,adsense,Watched https://www.youtube.com/watch?v=D-QtfEp67zw,2017-08-11 03:38:19.504
14234,São Paulo FC,Watched BOLETIM DE TREINO + SHAYLON: 09.08 | SPFCTV,2017-08-10 11:16:18.727
14235,Acabou de Acabar,Watched 6 Filmes Românticos IMPERDÍVEIS! | FT. DORA FIGUEIREDO,2017-08-10 10:52:25.874
14236,Rolê Gourmet,Watched Bruschetta da Achiropita,2017-08-10 01:36:46.230
14237,Desimpedidos,Watched TOP 10 MAIORES COBRADORES DE FALTAS DA HISTÓRIA,2017-08-10 01:36:09.905
14238,Vagazoide,Watched VagaNights 2#: ENTREVISTA COM LUCAS INUTILISMO,2017-08-10 01:23:26.369
14239,WebTVBrasileira,Watched 🔵🔥TRETA! CASTANHARI detona os IRMÃOS NETO que RESPONDEM no TWITTER,2017-08-10 01:21:21.010
14240,Canal IN,Watched A NOVA CASA DOS IRMÃOS NETO,2017-08-10 01:21:07.835
14241,TV Quase,Watched FALHA DE COBERTURA #126: Pior Sport,2017-08-08 03:30:21.443
14242,Aline Santoro,Watched AT 3,2017-08-08 02:37:51.815
14243,adsense,Watched a video that has been removed,2017-08-07 09:26:09.296
14244,Fala Bandana,Watched Brasileiro 2017 - Bahia 2 X 1 São Paulo,2017-08-07 09:17:00.467
14245,BRKsEDU,"Watched FOR HONOR - Gameplay do Início da Campanha, em Português! (1080p 60fps)",2017-08-06 13:31:51.282
14246,Universo Paralelo,"Watched For Honor - EU VENCI UM 3x1, INACREDITÁVEL!! (Gameplay em PT-BR)",2017-08-06 13:12:16.315
14247,Patife,"Watched BATTLEGROUNDS MODO ZUMBIS! Ft  Silvio Santos do CS, Castanhari, Stereo, Caue Moura, Drezzy, Pedro, T",2017-08-06 12:34:21.600
14248,adsense,Watched a video that has been removed,2017-08-06 12:31:23.304
14249,adsense,Watched https://www.youtube.com/watch?v=YWeBunPiIzo,2017-08-06 03:23:53.194
14250,TecMundo,Watched Melhores Apps da Semana para Android e iOS (04/08/2017) - TecMundo,2017-08-06 02:56:48.618
14251,Guillermo Eleazar Vera Lopez,Watched Chicas Cervezas y Cultura en Praga | Czech Girls and nightlife | Culture | Tourism,2017-08-06 02:55:43.213
14252,VioVlog 2016,Watched 10 Cosas que me sorprendieron en Chequia | Español en Praga,2017-08-06 02:55:13.701
14253,Cris e Panda,Watched É ASSIM QUE OS PERSONAGENS DE GAME OF THRONES DEVERIAM SER | COXINHA NERD,2017-08-06 02:49:02.955
14254,CRITICALANDIA,Watched 10 CURIOSIDADES SOBRE REPÚBLICA CHECA,2017-08-06 02:48:39.756
14255,Maria Andrade,Watched Sbt Realidade Republica Tcheca 2,2017-08-06 02:48:31.080
14256,adsense,Watched a video that has been removed,2017-08-06 02:48:06.987
14257,CzyWieszJak,"Watched Nauka kształtów dla dzieci - zjeżdżalnia, plac zabaw | CzyWieszJak",2017-08-06 02:47:14.476
14258,CzyWieszJak,Watched Alfabet dla dzieci - Pociąg 3D | CzyWieszJak,2017-08-06 02:46:51.350
14259,Gugu DadaTV,Watched GUGUDADA - O Alfabeto Fonético | A Música da Letra A (animação infantil),2017-08-06 02:46:28.573
14260,Gugu DadaTV,Watched GUGUDADA - O Alfabeto Fonético | A Música da Letra I (animação infantil),2017-08-06 02:46:06.667
14261,Gugu DadaTV,Watched GUGUDADA - O Alfabeto Fonético | A Música da Letra G (animação infantil),2017-08-06 02:45:52.383
14262,Gugu DadaTV,Watched GUGUDADA - O Alfabeto Fonético | A Música da Letra F (animação infantil),2017-08-06 02:45:18.666
14263,OLaranjinha,Watched Unboxing Pebble Time ! O que ele faz? Onde comprar ??,2017-08-06 02:30:26.316
14264,Be!Tech,Watched SMARTWATCH BARATO e completo por MENOS de R$350! Xiaomi AMAZFIT PACE! Unboxing!,2017-08-06 02:14:07.683
14265,Loop Infinito,Watched TECLADOS E MOUSES DA MICROSOFT?,2017-08-06 02:03:54.293
14266,EuTestei,Watched PowerCube Remote: o adaptador de tomadas com controle remoto - Resenha EuTestei,2017-08-06 02:02:34.633
14267,Cadê a chave?,Watched O MAIOR YAKULT QUE VOCÊ RESPEITA! - Ep.1032,2017-08-06 01:42:30.830
14268,Desimpedidos,Watched BONDE DO HEXA CHEGOU AO PSG - DESINFORMADOS #187,2017-08-05 17:51:42.025
14269,HBO Brasil,Watched GREG NEWS com Gregório Duvivier | ABORTO,2017-08-05 17:51:12.239
14270,Porta dos Fundos,Watched MALA DO JOESLEY,2017-08-05 17:48:18.092
14271,Manual do Mundo,Watched Faça o SPINNER que cria animações! (MUITO legal!),2017-08-05 17:40:04.698
14272,5 Alguma Coisa,Watched 5 MANEIRAS DE XINGAR EDUCADAMENTE,2017-08-05 17:39:56.464
14273,5 Alguma Coisa,Watched 5 PIORES LUGARES PARA CAIR NO GEMIDÃO DO WHATSAPP,2017-08-05 17:37:54.002
14274,Hearthstone Brasil,Watched Lich Rei na Blizzard - 2ª Parte,2017-08-05 17:35:50.120
14275,Chatuba Nation,Watched Foster The People - Pumped Up Kicks ft. Chatuba de Mesquita (GIGAMESH REMIX),2017-08-05 17:04:47.488
14276,Phelipe Music [PGDM Vevo],Watched Pumped Up Chatuba - Silvio Santos do CS Feat Cebola & Chatuba de Mesquita #15,2017-08-05 17:03:16.767
14277,Phelipe Music [PGDM Vevo],Watched Come as you Cebola (Forró Version) - Silvio Santos do CS Feat. Nirvana (Official Audio),2017-08-05 17:02:10.241
14278,Movies & Soundtracks,Watched Pan Smells Like Teen Spirit,2017-08-05 17:01:39.022
14279,Miguel Faria,Watched Nirvana - Smells Like Teen Spirit - Versão Samba,2017-08-05 17:00:05.616
14280,Medinareal,Watched Smells Like a forró Spirit,2017-08-05 16:58:58.668
14281,adsense,Watched https://www.youtube.com/watch?v=gcug2SxeBHg,2017-08-05 16:57:29.482
14282,Funk Wins,Watched Bonde do Nirvana - Smells Like a Teen Novinha (remake),2017-08-05 16:56:45.759
14283,Game of Thrones TV BR,Watched Coldplay e elenco de “Game of Thrones” criam musical para Red Nose Day,2017-08-05 15:03:26.825
14284,AntiCast,Watched O Caso Evandro [Trailer 4ª Temporada do Projeto Humanos],2017-08-05 15:02:08.558
14285,Fala Bandana,Watched Brasileiro 2017 - São Paulo 1 X 2 Coritiba,2017-08-05 14:27:26.470
14286,São Paulo FC,Watched BOLETIM DE TREINO + CUEVA: 04.08 | SPFCTV,2017-08-05 14:18:15.088
14287,AOM,Watched Shake It Bololo ft. Classics of MPB,2017-08-04 17:16:03.114
14288,Mateuzocwb,Watched Cleiton Rasta fazendo a galera debochar legal,2017-08-04 17:14:10.936
14289,AntiCast,Watched O Caso Evandro [Trailer 4ª Temporada do Projeto Humanos],2017-08-04 09:27:19.711
14290,EntrePlanos,Watched O Que São Rimas Visuais?,2017-08-04 01:56:10.816
14291,adsense,Watched https://www.youtube.com/watch?v=Ges84p_DZ_o,2017-08-04 01:35:50.580
14292,Meu-Smartphone,Watched OLHA A MERDA QUE ACONTECEU COM MEU XIAOMI MI MIX,2017-08-04 01:35:48.146
14293,Panelaço,Watched Quinoto Oriental com com Jean Dolabella e chef Patricia| Panelaço do João Gordo,2017-08-03 21:24:28.924
14294,Coisa de Nerd,Watched A SOBERBA PRECEDE A QUEDA! - Jogos da Galera (Parte 77),2017-08-03 21:16:39.319
14295,adsense,Watched a video that has been removed,2017-08-03 21:06:24.019
14296,Marcelo D2,Watched Marcelo D2 & SambaDrive - Eu Tenho o Poder,2017-08-03 21:03:52.722
14297,adsense,Watched https://www.youtube.com/watch?v=i4RnCGEwHgg,2017-08-03 20:52:33.610
14298,BRAZA,Watched BRAZA - Making Of - Tijolo Por Tijolo,2017-08-02 23:15:15.289
14299,JohnnynSPFC,Watched Hino Spfc mix,2017-08-02 23:14:04.265
14300,Pipocando,Watched 6 STOP MOTIONS que você PRECISA VER! 🎥 😱,2017-08-02 01:58:31.669
14301,Tito Melo,Watched Preocupado com o Neymar | Eventos Aleatórios Ep.49,2017-08-02 01:52:01.275
14302,Acabou de Acabar,Watched Inteligência Artificial: Vilã ou Aliada? | Primeiro Plano,2017-08-02 01:45:17.569
14303,Gameplayrj,Watched FOR HONOR - O INÍCIO,2017-08-02 00:59:38.437
14304,JohnnynSPFC,Watched Hino Spfc mix,2017-08-02 00:45:56.588
14305,Aline Santoro,Watched Sequence 01,2017-08-01 02:11:25.957
14306,Afonso Padilha,Watched AFONSO PADILHA - O DIA QUE EU FIZ SEXO POR WHATTS  - STAND UP COMEDY,2017-07-31 23:29:16.684
14307,TecMundo,Watched Visual do iPhone 8 pode ter sido confirmado - Hoje no TecMundo,2017-07-31 21:35:26.572
14308,Rolê Gourmet,Watched Pão Chapado! ou apenas Flat Bread!,2017-07-31 21:27:06.511
14309,DouggDroid,Watched Como instalar uma rom LINEAGE OS (Versão Resumida),2017-07-31 03:05:43.559
14310,Major Lazer Official,Watched Major Lazer - Sua Cara (Feat. Anitta & Pabllo Vittar) (Official Music Video),2017-07-31 02:39:27.080
14311,Pipocando,Watched BABY DRIVER: EM RITMO DE FUGA - DEPOIS DOS CRÉDITOS (crítica),2017-07-31 01:27:34.882
14312,Canal do Pirulla,Watched Aquecimento Global: OCEANOS (#Pirula 32.7),2017-07-31 01:27:31.010
14313,Desimpedidos,Watched GOL A GOL COM MARQUINHOS,2017-07-31 01:27:06.864
14314,Afonso Padilha,Watched AFONSO PADILHA - O DIA QUE EU FIZ SEXO POR WHATTS  - STAND UP COMEDY,2017-07-31 00:18:14.335
14315,BRKsEDU,"Watched FOR HONOR - Gameplay do Início da Campanha, em Português! (1080p 60fps)",2017-07-30 18:36:40.008
14316,adsense,Watched https://www.youtube.com/watch?v=hlf2Q-mBdd0,2017-07-30 17:44:27.454
14317,adsense,Watched https://www.youtube.com/watch?v=Uff8c0EdZZo,2017-07-30 14:51:10.860
14318,adsense,Watched a video that has been removed,2017-07-30 14:37:06.518
14319,Andrew Ryan,"Watched Across The Universe - John Lennon, Paul McCartney. The Beatles. (Let It Be) (Cover By Andrew Ryan)",2017-07-30 14:36:46.419
14320,Lockyb24,Watched 26. Seether - Across the Universe (iTunes Originals Version),2017-07-30 14:22:30.511
14321,adsense,Watched https://www.youtube.com/watch?v=PxucQe-3gMY,2017-07-30 14:20:35.605
14322,RufusWainwrightVEVO,Watched Rufus Wainwright - Across The Universe,2017-07-30 14:15:10.743
14323,São Paulo FC,Watched PÓS-VIRADA HISTÓRICA! | SPFCTV,2017-07-30 13:11:53.534
14324,Trip TV,Watched Sorin: o argentino anárquico tá na área,2017-07-30 00:17:58.743
14325,Rolê Gourmet,Watched Um Brinde #134 - Cadê os Fabiolos do Brasil?,2017-07-30 00:07:39.973
14326,Programa do Porchat,Watched Programa do Porchat (completo) | João Vicente de Castro (27/07/2017),2017-07-29 18:30:36.194
14327,Desimpedidos,Watched O REAL MIMIMI DAS AMÉRICAS - DESINFORMADOS #186,2017-07-29 18:08:36.200
14328,DouggDroid,Watched Como instalar uma rom LINEAGE OS (Versão Resumida),2017-07-29 14:36:28.008
14329,MuuhPro,Watched TESTEI O FIFA 18 !!! - O QUE EU ACHEI ?!,2017-07-29 14:20:39.832
14330,adsense,Watched https://www.youtube.com/watch?v=yvyDNcxaKRU,2017-07-29 02:40:32.587
14331,mikannn,Watched COMO MATAR SEU DRAGÃO | GAME OF THRONES,2017-07-29 01:04:15.398
14332,Acabou de Acabar,Watched CARROS 3 (2017) | #Crítica | SEM SPOILER 😉,2017-07-28 21:35:43.614
14333,TV Quase,Watched FALHA DE COBERTURA #89: Pior São Paulo,2017-07-28 21:28:44.761
14334,TV Quase,Watched FALHA DE COBERTURA #101: Pior Santos,2017-07-28 21:28:37.409
14335,Marcelo D2,Watched Marcelo D2 & SambaDrive - A Maldição do Samba,2017-07-28 21:26:32.265
14336,Marcelo D2,Watched Marcelo D2 & SambaDrive - Samba de Primeira,2017-07-28 21:23:02.845
14337,Acabou de Acabar,Watched DUNKIRK (2017) | #Crítica | SEM SPOILER 😉,2017-07-28 21:14:23.636
14338,adsense,Watched https://www.youtube.com/watch?v=MB_ZB3DzsLs,2017-07-28 01:34:34.678
14339,adsense,Watched a video that has been removed,2017-07-27 23:52:00.620
14340,adsense,Watched https://www.youtube.com/watch?v=H-EKXmqDb0k,2017-07-27 23:51:28.934
14341,São Paulo FC,Watched #MADEINCOTIA: O GOL QUE BRENNER FEZ - TAÇA BH: SPFC 3 X 0 FLUMINENSE | SPFCTV,2017-07-27 23:50:47.215
14342,adsense,Watched https://www.youtube.com/watch?v=3GK4JNLPkUI,2017-07-27 23:48:51.593
14343,EntrePlanos,Watched O Que É Filme Noir?,2017-07-27 21:22:15.741
14344,TecMundo,Watched Moto Z2 Force - Hands On - TecMundo,2017-07-27 21:18:13.039
14345,adsense,Watched https://www.youtube.com/watch?v=PG3ogLY5Thc,2017-07-27 21:15:13.163
14346,Morning Show,"Watched Fred, do Desimpedidos, fala sobre a zoeira com os times de futebol | Morning Show",2017-07-27 21:12:59.909
14347,Família Infante,Watched RAFAEL INFANTE ENSINA BALÉ PARA SUA FILHA,2017-07-27 21:10:06.432
14348,Rolê Gourmet,Watched Basil Smash do God Of War (AKA Manjericão Amassado),2017-07-27 21:04:34.456
14349,Zelune,Watched DESENHOS VIRANDO REALIDADE,2017-07-27 20:58:32.506
14350,Travessuras Avessas,Watched Meu nome é Amanda Klein!!!,2017-07-27 03:09:46.710
14351,PlayStation LifeStyle,Watched Strike Vector EX PS4 Gameplay - Fighting in Space,2017-07-27 01:12:03.045
14352,adsense,Watched https://www.youtube.com/watch?v=fnHNHoikig8,2017-07-27 01:10:29.110
14353,GameSpot,Watched 8 Minutes of Strike Vector EX Skirmish Gameplay,2017-07-27 00:18:18.956
14354,PlayStation,Watched Strike Vector EX - Gameplay Trailer | PS4,2017-07-26 23:34:40.021
14355,Programa do Porchat,"Watched Só Pra Contrariar lembra última festa com Mamonas Asssassinas, uma semana antes do acidente",2017-07-26 22:53:33.509
14356,Marcelo D2,Watched Marcelo D2 & SambaDrive - Qual é?,2017-07-26 22:49:27.686
14357,Rebosteio,Watched O Homem Spider Man #13,2017-07-26 22:47:31.291
14358,Coisa de Nerd,Watched A VERDADE SOBRE POKEMON GO FEST! - Pokemon Go (Parte 60),2017-07-26 22:39:24.154
14359,Cid Cidoso,Watched AS SELFIES VÃO DESTRUIR A HUMANIDADE,2017-07-26 22:20:26.481
14360,Meu-Smartphone,Watched ONEPLUS 5 - ELE É TUDO ISSO MESMO? (Chegou em 5 dias),2017-07-26 22:13:28.360
14361,mikannn,Watched CASTLEVANIA DA NETFLIX | VALE A PENA VER?,2017-07-26 22:01:50.649
14362,DigimonPTPT,Watched Digievolução - Agumon - Greymon - PT-PT - VERSÃO TVI,2017-07-26 18:47:23.182
14363,Miquelangelo Silva,Watched Digimon - 1ª Digievolução Wargreymon & Metalgarurumon,2017-07-26 03:37:18.372
14364,MaryLois,Watched Perolas da versão portuguesa do Dragon ball Z Ep.1,2017-07-26 03:32:15.726
14365,adsense,Watched a video that has been removed,2017-07-26 03:13:15.491
14366,Sergio Morais,Watched Torneio de futebol em Riachão termina em briga,2017-07-26 03:13:11.112
14367,Valdecir -da costa,Watched Futebol acabou ir briga,2017-07-26 03:13:03.333
14368,Óliver Kahn,Watched UFC ou futebol? Jogo no Acre termina em briga,2017-07-26 03:12:40.068
14369,adsense,Watched https://www.youtube.com/watch?v=_LvoDX1J99M,2017-07-26 03:11:53.238
14370,Geovani Gonçalo,Watched Briga em aniversário,2017-07-26 03:11:16.140
14371,Gilberto Léda,Watched Partilha de bolo de aniversário de ITZ termina em briga,2017-07-26 03:09:58.978
14372,O Expresso de Hogwarts,Watched VOCÊ NOTOU ESSES PERSONAGENS EM HARRY POTTER E A PEDRA FILOSOFAL?,2017-07-26 02:02:13.675
14373,Fala Bandana,Watched Brasileiro 2017 - São Paulo 1 X 1 Grêmio,2017-07-25 20:50:36.888
14374,Zangado,Watched Styx Master of Shadows : A Primeira Meia Hora,2017-07-25 02:32:21.387
14375,PlayStation Europe,Watched Styx: Shards of Darkness | Art of Stealth | PS4,2017-07-25 02:32:02.356
14376,adsense,Watched https://www.youtube.com/watch?v=ROV7DeelN8M,2017-07-25 02:16:39.371
14377,TV Quase,Watched FALHA DE COBERTURA #124: Pior Bahia,2017-07-24 21:43:36.729
14378,Desimpedidos,Watched NEYMAR HUMILHOU O FRED DE NOVO?,2017-07-24 21:33:35.528
14379,Desimpedidos,Watched NEYMAR VAI JOGAR NO PSG? - DESINFORMADOS #185,2017-07-24 00:27:18.313
14380,Loop Infinito,"Watched O TÊNIS DO ""DE VOLTA PRO FUTURO""! (GDN)",2017-07-24 00:17:57.985
14381,Acabou de Acabar,Watched TRANSFORMERS: O ÚLTIMO CAVALEIRO (2017) | #Crítica | SEM SPOILER 😉,2017-07-23 01:44:46.099
14382,Acabou de Acabar,Watched 4 Filmes de Ação (COM ROTEIRO) | LISTA,2017-07-23 01:40:46.502
14383,SINXPLAYSBR,Watched The Legend of Korra: The Game - Gameplay Parte 1 - Avatar A Lenda de Korra [PS4 PT-BR],2017-07-23 01:30:31.674
14384,Desimpedidos,Watched NEYMAR VAI JOGAR NO PSG? - DESINFORMADOS #185,2017-07-22 20:20:03.681
14385,adsense,Watched https://www.youtube.com/watch?v=CxvML86sWMk,2017-07-22 17:44:52.871
14386,adsense,Watched https://www.youtube.com/watch?v=7HEA1h_j1qU,2017-07-22 17:22:20.019
14387,DouggDroid,Watched Lineage OS Android 7.1.1 - Como baixar e instalar sem PC (Aparelhos Samsung),2017-07-22 17:13:29.579
14388,Android Doctor,Watched Samsung Galaxy Tab 4 10.1 Root & Install Android 7.0 Nougat (Cyanogenmod 14),2017-07-22 17:12:18.494
14389,Android Doctor,Watched Samsung Galaxy Tab 4 10.1 Android 7.0 Nougat (CyanogenMod 14),2017-07-22 17:12:12.173
14390,MuuhPro,Watched PES 2018 - TESTANDO A BETA - MELHOR QUE FIFA ?,2017-07-22 13:26:00.211
14391,AF Gameplays,"Watched PES 2018 - GAMEPLAY, COMO JOGAR A BETA, MARADONA e CAPA DO JOGO",2017-07-22 13:23:00.590
14392,Loop Infinito,Watched MEU RAZER BLADE: JÁ QUEBROU DE NOVO!? @razer,2017-07-22 01:30:57.593
14393,Marcelo D2,Watched Marcelo D2 & SambaDrive - Profissão MC,2017-07-22 01:26:37.036
14394,Canal Nostalgia,Watched Como eu aprendi a ser FELIZ,2017-07-22 01:22:56.493
14395,adsense,Watched https://www.youtube.com/watch?v=PHFiE9XuxHo,2017-07-22 01:10:33.903
14396,São Paulo FC,Watched BOLETIM DE TREINO: 21.07 | SPFCTV,2017-07-22 01:07:08.856
14397,adsense,Watched https://www.youtube.com/watch?v=NmMXeNW26-U,2017-07-21 23:00:36.236
14398,adsense,Watched https://www.youtube.com/watch?v=CxvML86sWMk,2017-07-21 22:07:16.559
14399,5 Alguma Coisa,Watched 5 PROVAS QUE VOCÊ É CHATO OU CHATA,2017-07-21 21:45:25.118
14400,THE GAMES PLAY,Watched TESTANDO!! PES 2018  (Online Beta) - GAMEPLAY PS4,2017-07-21 11:24:35.003
14401,adsense,Watched https://www.youtube.com/watch?v=2kLa6z8ZEvo,2017-07-21 11:22:04.028
14402,adsense,Watched https://www.youtube.com/watch?v=2kLa6z8ZEvo,2017-07-21 01:48:22.734
14403,adsense,Watched https://www.youtube.com/watch?v=29KYm3RRjSU,2017-07-20 22:09:44.718
14404,adsense,Watched a video that has been removed,2017-07-20 22:01:52.772
14405,Fala Bandana,Watched Brasileiro 2017 - São Paulo 1 X 0 Vasco,2017-07-20 21:58:23.647
14406,Coisa de Nerd,Watched COMO VER O ESPAÇO COM O CELULAR! - Apps Para Celular.,2017-07-20 21:54:48.898
14407,Pânico Jovem Pan,"Watched “Já fiz, foi horrível”, diz Clarice Falcão sobre trabalhar na Globo | Pânico",2017-07-20 21:49:48.328
14408,adsense,Watched https://www.youtube.com/watch?v=xEU-aft-bzg,2017-07-20 21:43:05.078
14409,TV Quase,Watched FALHA DE COBERTURA #123: Um Pouco de Inter,2017-07-19 23:36:43.567
14410,Zelune,Watched O PIOR SPINNER DO MUNDO,2017-07-19 11:20:52.478
14411,5 Alguma Coisa,Watched 5 MANEIRAS DE ACORDAR CEDO NA SEGUNDA-FEIRA,2017-07-19 11:18:57.582
14412,The Enemy,"Watched O QUE PRECISO JOGAR ESTE ANO? (feat. Patife, DavyJones, Damiani e Muuh) | Enemy Zone",2017-07-19 02:06:25.369
14413,The Enemy,Watched E3 2017: FIFA 18 - Jogamos no PS4 e no Switch!,2017-07-19 00:45:16.042
14414,The Enemy,Watched Jogamos PES 2018 e ele é ÓTIMO!,2017-07-19 00:39:33.755
14415,Full,"Watched JOGADORES FAMOSOS JOGANDO FIFA!!! (COM MESSI, NEYMAR, POGBA)",2017-07-19 00:37:07.717
14416,BRKsEDU,Watched PES 2016 - BRKsEDU vs. KAKÁ + FRED BOIOLA do Desimpedidos!!!,2017-07-19 00:34:21.304
14417,Paragleiber (Gleiber),Watched Forza Horizon 3 - Hot Wheels Goliath (Final Expansion Career Event) with Pagani Zonda R,2017-07-19 00:33:19.931
14418,adsense,Watched https://www.youtube.com/watch?v=_uaoSJpck6A,2017-07-19 00:26:48.213
14419,adsense,Watched a video that has been removed,2017-07-19 00:24:37.351
14420,adsense,Watched https://www.youtube.com/watch?v=XLbFtSMzzGM,2017-07-19 00:22:59.498
14421,Airton Silva,Watched PES 2018 vs Reality - Goals Comparison HD,2017-07-19 00:21:39.595
14422,adsense,Watched https://www.youtube.com/watch?v=fyIXNFB-86o,2017-07-19 00:21:18.334
14423,xboxmedien,"Watched PES 2018 4K 60 FPS Gameplay Liverpool vs Atletico Madrid (Xbox One, PS4, PC)",2017-07-19 00:20:06.251
14424,Shirrako,Watched Gran Turismo Sport - Gameplay Renault Sport R.S.01 @ Nurburgring Nordschleife [1080p 60fps],2017-07-19 00:18:06.724
14425,DJ CIA,Watched RZO - Rap é isso aí feat. Rael Prod. DJ CIA),2017-07-19 00:03:11.926
14426,Cid Cidoso,Watched COMO EVITAR SPOILERS DE GAME OF THRONES,2017-07-19 00:00:27.597
14427,adsense,Watched https://www.youtube.com/watch?v=ALMK_0MIq-8,2017-07-18 23:54:27.783
14428,Voxel,Watched FIFA 17 [Review] - TecMundo Games,2017-07-18 22:02:50.216
14429,Voxel,Watched FIFA 17 x Pro Evolution Soccer 2017: qual é o melhor? - TecMundo Games,2017-07-18 21:58:16.348
14430,Canal GFB,Watched Douglas é Mitão!,2017-07-18 14:07:04.561
14431,adsense,Watched a video that has been removed,2017-07-18 02:56:22.728
14432,Zangado,Watched Naruto Shippuden Ultimate Ninja Storm 4 : A Primeira Hora,2017-07-18 02:32:56.168
14433,RavenwestR1,"Watched Need For Speed Most Wanted 2 Trailer 2016 Trailer PC, PS4, Xbox One (Fan Made)",2017-07-17 22:56:00.883
14434,DSTRYR,Watched Need for Speed: Carbon - Final Race,2017-07-17 22:55:43.605
14435,Lemuel Falcon,Watched Need for Speed Most Wanted (Final Boss Razor/all 5 races + Final Pursuit),2017-07-17 22:55:38.143
14436,LipaoGamer,Watched TRACKMANIA TURBO - RATÃO CHORÃO e LIPÃO MITÃO!,2017-07-17 22:51:48.108
14437,Team VVV,Watched WRC 5 PS4 Gameplay Preview,2017-07-17 22:49:01.101
14438,Canal do Rica Perrone,"Watched Bruno (Sorriso Maroto): ""Se a Beyonce é legal porque a Anitta não é?""",2017-07-17 22:40:25.309
14439,adsense,Watched https://www.youtube.com/watch?v=dpuy6OBrTTU,2017-07-17 22:39:03.485
14440,Casal Tela dividida,Watched TUDO SOBRE O NOVO NEED FOR SPEED PAYBACK 2017/CARROS/TRAILER OFICIAL,2017-07-17 22:37:05.785
14441,adsense,Watched https://www.youtube.com/watch?v=GEQmuOCu8Gg,2017-07-17 22:31:33.251
14442,Porta dos Fundos,Watched GUERRA DOS TRONOS,2017-07-17 22:29:08.107
14443,adsense,Watched https://www.youtube.com/watch?v=99FnhbXUcJ4,2017-07-17 22:28:21.998
14444,Throneful,Watched The Crew - Race - Route 66 Gameplay (PC HD) [1080p],2017-07-17 22:26:28.141
14445,Ubisoft North America,Watched The Crew 2: E3 2017 Motorsports Gameplay | Ubisoft [NA],2017-07-17 22:25:30.256
14446,Coisa de Nerd,Watched O JASON VOLTOU! - Friday the 13th: The Game,2017-07-17 00:16:14.293
14447,Gameplayrj,Watched EU SOU O JASON - SEXTA FEIRA 13 O JOGO,2017-07-17 00:14:17.474
14448,São Paulo FC,Watched COLETIVA PÓS JOGO: SPFC 2 X 2 ATLÉTICO-GO - BRASILEIRO 2017 | SPFCTV,2017-07-17 00:13:33.353
14449,GameRiot,Watched Project Cars Gameplay - Project Cars PS4 60fps Gameplay,2017-07-16 16:53:02.051
14450,BRKsEDU,Watched STAR WARS BATTLEFRONT - Gameplay do Multiplayer! Em Português PT-BR!,2017-07-15 14:40:12.021
14451,EntrePlanos,Watched O Que Diabos Aconteceu Com Os Posters de Filmes?,2017-07-14 03:34:36.981
14452,Fala Bandana,Watched Brasileiro 2017 - São Paulo 2 X 2 Atlético/GO,2017-07-14 03:31:15.874
14453,Castro Brothers,"Watched NÃO PODE RIR! com Não Salvo, Renato Albani, Lucas Selfie e Diogo Portugal",2017-07-12 22:39:03.696
14454,Clash com Rafa,Watched 7.0! O DECK MAIS PESADO DO CLASH ROYALE ME SURPREENDEU!,2017-07-12 22:02:28.887
14455,Clash com Rafa,Watched O DECK MAIS RÁPIDO DE 3 MOSQUETEIRAS ESTÁ DE VOLTA NO CLASH ROYALE!,2017-07-12 21:26:53.909
14456,TV Quase,Watched FALHA DE COBERTURA #105: Corinthians Campeão,2017-07-12 21:26:09.013
14457,Gelli Clash,Watched CADA CARTA DE UMA ARENA!! MONTEI O DECK DAS ARENAS NO CLASH ROYALE!!,2017-07-12 21:26:06.212
14458,adsense,Watched https://www.youtube.com/watch?v=7tkqyD_loTg,2017-07-12 01:36:57.487
14459,Desimpedidos,Watched CAROL PORTALIVE,2017-07-11 01:52:27.567
14460,Lucio Big,"Watched Cadê todo mundo? (Mais que a política, é preciso reformar os políticos)",2017-07-11 01:46:36.696
14461,Pipocando,Watched HOMEM ARANHA: DE VOLTA AO LAR - DEPOIS DOS CRÉDITOS (crítica),2017-07-11 01:42:32.998
14462,Porta dos Fundos,Watched ENTREGADOR,2017-07-10 22:19:04.414
14463,Rolê Gourmet,Watched Arroz Com Miojo AKA Ramen Rice!,2017-07-10 22:12:32.856
